,title,review
68," Longer than it needed to be (and not in a good way)
","This is a tricky one. The acting is superb trhoughout. DiCaprio does himself proud, as does Pitt. It's shot well, it's incredibly nostalgic, but I can't help feel it's missing something. The last 30 mins are ace - that's where the positive reviews are kept. Tarintino does what he does best in that last half hour. It's a shame it took two hours to get there. More time developing the final storyline and less nostalgia would probably have led to a better experience. Or tell the same story in 90 minutes. The soundtrack was ace - pure sixties.All in all, go see it, but go for a wee first.Plot 3/10
Acting 9/10
Ending 7/10
Duration vs interest 3/10
Soundtrack 7/10Overall 6/10"
69," At least the dog had some fun
","Tarantino proofs once more to be one of the most overrated directors of our time, here we have a waisted cast of actors : Pitt boring himself to tears, DiCaprio painfully overacting, ( at least funny sometimes). And Margot Robbie just being blond, watching her own movies, anything else? Ah, yes, Al Pacino, one of the greatest American actors of all time being wasted in an unimportant minor role. No, It's just not enough to show myself ( and the world): I am so cool I don't need to care about a story. There is no focus, no timing, no story-line at all. What's it all about for more than two hours? The only sequence that works is the final one, exploding violence in the most grotesque way you can imagine, at least we are familiar with that.
And by the way: rewriting history? Didn't Tarantino use this trick for a finale in Inglourious Basterds before, but more convincing there? 4 stars for set design and camera work., because I am generous."
70," Tarantino once again!
","Tarantino does it once again! He proved that he is one of the best directors.
This is the best movie of the year right now, and will definitely be at the oscars."
71," What a disappointment...
",I am absolutely gutted about this. I really expected a lot from this movie and I got nothing in return. Truthfully if it wasn't for Brad Pitt this movie would have been completely dull so the five stars go to Brad Pitt and the ode to the Swinging 60s before it's demise.
72," Worst Tarantino Movie
","I'm a big fan of Tarantino movies, but I have to admit that this is his worst movie, a waste of a brilliant cast, for a movie without purpose. The typical Tarantino ending was meaningless in this movie, it looks like we're watching two different styles, one that happens throughout the whole movie, and one in the final scene. Very boring movie. The usual phenomenon of ""high scoring film just because the director is reputable"", I realize that it should make people feel intellectual by always giving good marks to well-known filmmakers, but it really misleads those who are guided by IMDB scores. If this movie were from a lesser known director the IMDB score would probably be 5/6."
73," Outstanding
","I absolutely loved everything about this movie.I've been a bit perplexed by the number of poor reviews. I think it's because Tarantino doesn't spend any time introducing the historically real characters. He assumes the viewer knows who all of the key players are the second they appear on the screen and what their place/fate was in history. To really enjoy this movie you have to know the background story in advance that permeates the entire movie including all of the key players (Charles Manson, Sharon Tate, Roman Polanski, Squeaky Fromme, Susan Atkins and Tex Watson among others)."
74," Tarantino's worst film
","Great cinematography, scenery, and acting...but, pointless story that goes nowhere. One great 10m scene at the ranch where you think 'ok now it's going somewhere' then it just...doesn't."
75," 2 hours of mellow boredom for 15 minutes of gore
","I've expected more from Tarantino than having to sit through 2 hours of Hollywood retro everyday grind, to come to a sudden finale for wake-up. Both DiCaprio and Pitt have more talent than to be wasted this way. Well, things change."
76," Another Matured storyline from a world class director; Tarantino!
","Wow! Just WOW!! Trailers nearly put me off and never felt like watching this movie, now I'm just in love. Witness some solid acting, performance and matured storyline from a world class director; Tarantino. Makes me love Pitt and Leonardo more. Really recommend this movie to all movie goers.. this is some Masterpiece to end my 2019 with👌🏾"
77," Dragging & boring
","Kinda pretentious. Nothing happens, It is dragging and never seems to come to any point. I fully understand it is an hommage to the era, but playing a few tunes from the era and throwing in some (really) bad casted people such as a really bad Bruce Lee impersonator. I've seen better on the Las Vegas Strip.This might be QT worst movie. If it was done by anybody else, it would have never seen the light of day."
78," Incredible!!
","This is what you can call a real Hollywood movie, especially in this era of CGI deception and waves of stupid political correctness. Not only did I feel and absorb every scene of it, but also it was like being part of those scenes and the movie itself. This is a pure art and a picture awarding masterpiece, and if it's not, should Hollywood hippies and their political correctness trend get burn till their very roots."
79," I love Tarantino!
","There nothing much more to say than its a Tarantino movie. The story of a Hollywood actor and its stunt double. You have all the Tarantino ingredients: Great build up, amazing actors and a very unorthodox story. I can only recommend this movie."
80," No 'ifs' or 'buts' about it - it's a masterpiece
","Almost 3hrs of pure luxury on your ears, eyes and brain. What more could anyone want?Tarantino tells a risky, enthralling, involved and deeply nuanced story of an actor facing personal struggles with bipolar disorder, self-medication, his career, and a possible future without the companionship of his stunt double and close friend.The tale advances adjacent to a what-might-have-been version of an notorious incident in history. Tarantino tells it in a style and richness of detail that surpasses all he's done before.It left me moved, gobsmacked, and desperately wanting to watch it again.Oh! Also includes best use of a tin of dog food in cinema history 10/10"
81," Loved it!
","I loved this movie so much. I don't now why people say it's bad. It's very good. It wasn't boring. I know it wasn't a typical Tarantino film, but it was one of the best films I watched. I loved the actors so much. And a I really really loved the last 15 minutes. So this film was THE BEST I saw in a very very long time!"
82," Greatness as always
",This movie has two great leads who perform masterfully. The flow and feel of the movie is also great. One of the best movies so far this year and an ending that was very unpredictable. Once Upon A Time In Hollywood go see it it's worth it.
83," Hard to explain but worth every minute
","This movie is so hard to try to describe to people. It's a ""movie within a movie"" type scenario with characters that you may be familiar with. Great acting, visually perfect, and a great soundtrack. 2 1/2 hours long but it doesn't feel like it. Go see it!"
84," Be prepared to wait... for nothing to happen
",Such a shocking film. Near 3 hours worth of waiting for a small amount of action with 15 minutes to go.
85," Phenomenal
","Best Tarantino movie ever. Even in front of Pulp Fiction. If you were born between 1960 and 1965 you probably will enjoy it even more. But the storyline, the cinematography, Di Caprio's acting and the music all complimented this true masterpiece. Also, the ending was so well portrayed."
86," The best Tarantino movie, with a symbolic and powerful ending.
","It has to be one of the most gorgeous, cinematic and powerful movies I've ever seen.It's of paramount importance that you know the history of Sharon Tate, what happens to her, and the Manson family.The ending is incredible, symbolic and sad. But remember the title's name is Once Upon a Time, this should give you a nod to a somewhat alternate ending."
87," I can still feel the magic in his movies.
","Well, if you know that you are watching a QT movie than you will find this movie great. I enjoyed every minute.Many people can say, that the movie does not have a point, but trust me, it does.I would say that this is one of my favorite movies."
88," A Bittersweet Fairytale
","Once Upon a Time In Hollywood is Quentin Tarantino's 9th film, and the standard he set himself with his previous work and without a doubt this movie has lived up to it. The characters are well-written and explored in great detail and acted amazingly, especially by Margot Robbie and Brad Pitt.The movie has a very distinct tone. It's a mood-film that serves as an experience to drop into. Setting a tone and exploring the scenery, period and characters seems to be primary next to Story and I love that. Whereas I think some people may have a problem with the scenes playing more to developing a world rather than telling a story, I loved each set-piece and small story that took place.There's definitely some pacing issues with the beginning but the way the third act is written and the tone of the middle section makes up for it. I especially love how fairytale the movie is, everything is very perfect and intentionally cheesy which fits in with the title beginning with ""Once Upon a Time,"". This is a movie that takes place in its own movie world, where everything plays out like movies do but in reference to a real life event, something horrible and completely unfairytale, since movies, especially ones from the 60s, are meant to be, distractions from the horrific reality. This movie takes something horrible and inserts two cheesy action heroes into it, mocking the escapism found in classic cinema.The movie has beautiful cinematography and editing choices and a very neatly-chosen soundtrack. It may be too slow-paced in certain parts but that's something I can get behind
9/10"
89," Alright... you either love or you hate it... I loved it.
","I went to cinema to see this without reading any reviews and expecting full-on Tarantino but no. He took a simple route... for two hours. People say that it's not good because it's got no plot or story but I disagree. It's got build-up, it's got energy. Scenes made me laugh and feel uneasy.MAJOR SPOILERS AHEADBut they are all parallel stories.Rick is trying to become a successful actor again and with the help of Trudi, he finds it.Cliff gets connected with the Manson family after struggling to get a job with Rick after fighting Bruce.Sharon is living her life as a party animal and has quite a small story but there were so many scenes that made me marvel how Margot played this character, including the scene at the theatre - it was just so cool to see how she reacted to people watching her movie.It has humour, it has uneasiness... it's a mixed bag. My cousin watched her first Tarantino movie and was told it was going to be violent. I can't imagine the shock of watching two hours of comedy, outstanding acting and a badass character (in case, you didn't know, Cliff Booth who deserves an Oscar for this role) and then people start getting mauled by Brandy, my favourite on-screen dog! If you loved the ending to Inglorious after seeing Hitler blown to pieces, you will love the Manson family being torched and their heads being bashed to a pulp.The pay-off after 2 hours is amazing. Did I also say it's probably got the coolest soundtrack ever?"
90," Tarantino at his best.
","Finally. A fresh movie with complete originality and a story that leaves you wanting more. Brad and Leo paired together again, present an astounding and quite wonderful take on the 60's.The first two hours are a little slow yet still convincing and gripping in more ways than one. The last forty minutes are classic Tarantino. Humour, blood and violence all mixed into a perfect cocktail that delivers moment after moment of movie bliss.I want more already. Keep it coming."
91," A very unusual movie, even for Tarantino.
","I believe that a lot of people didn't understand this movie like there's no sense or something. I can't say it has a really deep meaning but a nice idea with perfect realization. The story about 3 actors on Hollywood in different perspective. The actor that reaches the highest peak of actor carrier, stuntman and actress having satisfaction from positive reaction on her movie role. And it's really interesting to watch each of them because with the great performance, characters feel so natural. I feel that it's like a genre that Tarantino try to make and maybe it will affect in his future films. So, Quentin Tarantino once again made an awesome and entertaining movie."
92," Tarantino did it again
","Back to the oldskool! Tarantino delivered again a masterpiece. No fancy scenes done by computer images.. No a real movie that brings a big salute and dedication to the old way of movie making. The multiple stories that come across , fantastic dialogs with a lot of humor, real historic true stories used in the story line, fantastic combinations of music across all the scenes. And with a fantastic cast. Leonardo Dicaprio and Brad Pitt are playing a stunning performance!"
93," Best film of the year so far
","5 stars guys cmon?
Yh it's different from his other films but why is it that as soon as something is different everybody starts giving it ridiculous 4 or 5 star reviews..."
94," Just watch the last 15 min.
",The rest is so drawn out and unnecessary. The depiction of Bruce Lee was an insult.
95," Just so boring and pointless
","When folks around you in a full cinema are snoring you know something is seriously wrong!
So boring, so pointless, such a self-indulgent piece of long winded rubbish!
If we didn't have wine and popcorn to finish we would not have stayed to the end.
Even during the climax we were asking, ""is it over now? can we leave?""
I can assure you; there was no applause in my cinema when it finally finished!"
96," Love Tarantino - disappointing movie
","Husband and I love Tarantino and were very excited to see this film. After the first 20 minutes or so, we became so bored that we contemplated leaving the theater. We didn't, and stayed for the whole thing, but the only truly interesting and exciting part was the last half hour or so. Very disappointed."
97," Back to the Past
","This Tarantino masterpiece is simply the best, better than all the rest, particularly if you grew up in the 50s, 60s and 70s which I did. As others who reviewed this have said, it's had not to review with spoilers but I'll try. The research done to create the film was obviously amazing! The music, the film/TV references and the history all contributed to make ... ""In Hollywood"" entertaining, shocking and reminiscent of reality back in 1969. The ending presented what we all wish could've happened in 8/69. I never saw it coming til the Spahn ranch car pulled away from Cielo Drive, leaving 3 not 4 to do the dirty work. And I'll stop here. I loved it!"
98," Best Third Act of any Tarantino film
","Going into this movie, audiences worldwide can come to an agreement that over the years, a sense of trust with Quentin Tarantino has been built, as he has never made a BAD movie, or even a 'meh' one. 'Once Upon aTime in Hollywood' confirms his role as one of the most influential directors in this industry. The set design is brilliant, the acting is oscar-worthy, the dialogue is clever, the screenplay is unique, the list can go on. But I think that this movie really shines in its third act, leaving all audiences with a sense of satisfaction. Some may argue that this ending is not worth the long-feeling second act, but for me it most definitely did. I think it really comes down to what type of movies you enjoy. Those who enter this movie thinking that they are in for a rollercoaster of gore and snappy Tarantino out of the blue moments may be disappointed, but those who adore his movies for the unforgettable dialogue are in for a ride. Also, the third act provides plenty of Tarantino moments for an ultimate time in the theater. For me, this is one of the best movies of the year."
99," Slow burner that's worth every minute
","I can already hear the haters complaining that it's too long, too slow, and that there's not enough action. For a movie that takes such a leisurely pace to get to where it's going, it whizzed by for me. Part buddy pic, party homage to EVERYTHING going on in 1969, and part alternative universe. The entire thing works so well! Your ability to love, or hate the movie rests on how well you connect with Pitt & DiCaprio from the start. It's not a film about Sharon Tate, or Charles Manson, or the murders that followed. The story belongs to those two leads and everything else is done around them to tie the narrative together. A truly, rewarding and very mature movie from QT."
100," Took my breath away
","Tarantino's best. By the end of the film, I was literally crying. Bittersweet, really. Best ending I've seen in a while.I especially loved the true-grit nature of Brad Pitt's character (and his dog). And kudos to the rest of the cast, including DiCaprio, who flexed his considerable acting talent, and also to the young lady (Julia Butters) who played an eight-year-old actress on one of the sets.The music, costumes, makeup, sets, and locations totally nailed the era. The whole crew did a great job.I will watch this movie again; I loved it that much.(BTW, I don't know if everyone in the audience 'got' the film. My advice, if you're not super familiar with the Charles Manson story, is to watch the 2004 Helter Skelter TV film or read the book Helter Skelter.)"
101," Tarantino at his most misunderstood
","This movie is absolutely not for everyone, and a lot of people regard it as plain boring. I, on the other hand, found it intriguing and heart warming at times. The story follows a has-been actor, Rick Dalton (played by Leonardo DiCaprio), struggling for a comeback at the dawn of New Hollywood. His stunt double, Cliff Booth (played by Brad Pitt), follows his peer but manages his time fixing stuff at Rick's house. The entire film functions as 'a day in the life' of these characters - which include the late Sharon Tate (played by Margot Robbie). As Rick sees his shot at making a comeback by starring in spaghetti westerns on the other side of the globe, he returns to Hollywood with a slightly changed mindset, beset on his inevitable downfall. He and Cliff kicks back and accepts their fate, which coincidentally occurs on the same night of the Manson murders - and Rick is the next door neighbor of Tate. After discovering that Rick Dalton lives next to Tate, history takes a slight shift as the Manson family decides upon killing Rick because he ""taught them how to kill"" with his violent TV westerns of the 50s - a snarky comment on the critique of Tarantino's own films. Cliff and Dalton quickly dispatches of the Manson members in a cathartic, Tarantino-esque way, and Dalton is invited by Tate to her house - a symbol of his return to Hollywood. 'Once Upon a Time in Hollywood' finds Tarantino contemplating the tumultuous era and does so in a character study. Rick Dalton's feelings of loss of pride and meaning is thoroughly felt, and his moments of glory sparks an enormous joy in the audience. I believe 'Once Upon a Time in Hollywood' to be one of Tarantino's best, but absolutely his most misunderstood film."
102," LOVED IT
","This movie was without a doubt society's revenge on the Manson family freaks for what they did to their victims! God bless Quentin! I cried bittersweet tears at the end, wishing that the end is what had really happened."
103," A great hangout movie!
","Many people said this movie is drag, boring, no plot or direction. I tell you guys: THIS IS A HANG-OUT MOVIE!
I watched this movie twice already and i feel want to watch it over and over again. For me 161 minutes is very short to enjoy the vibe of 1960's City of Angels, and feel like I'm hanging-out with the characters while watching this movie. Its like 'Dazed and Confused' (1993)by Richard Linklater where there is no plot in that movie but brought me the enjoyment
Every time i watched Once Upon A Time In Hollywood it brings me comfort to every second."
104," A film I will surely watch multiple times
","One of the most enjoyable times I've had at the movies in years. DiCaprio is simply wonderful complimented by a nuanced, delicious Brad Pitt. Margo Robbie is stunning and delivers a very sensitive, lovely Sharon Tate. Can't wait to watch it again and again. Kudos to Kurt Russell. Truly one of Tarantino's best. Bravo"
105," What a film !!!
","Honestly this film is like no other.... QT has smashed it again I'm a huge fan of his work I mean a few of his films have been slow we can all accept that but this film has me interested from the first scene...this film contains comedy, violence and even a bit of thriller this film had my hands sweating in some scenes it's like no QT film ever but it felt like a QT film...the music is what makes a Tarantino film and this had some great 60-70 tunes....honestly one of the best films I've seen in a long time"
106," Great all-around
",The movie was beautiful and the pacing was pure art
107," A mixed bag
","Large portions of the movie kept me engaged, but as a whole it was too meandering. The finale was entertaining, but not exactly satisfying.I think with a more cohesive plot and a bit more time in the editing room, this would have been killer, but as is it just didn't do it for me."
108," Still Thinking About It
","I just saw this movie this evening and am still thinking about it. I read other reviews, and believe I see a pattern as to why some didn't like it, and I think it's just lack of appreciation of the time and the storytelling. It was an homage. I remember tv of that era: weekly westerns and crime dramas like Gunsmoke or Perry Mason. Shows that had guest stars who were usually familiar actors from movies or older shows. It was a love story about friendship and honor. What others said was too much jumping around wasn't really paying attention. It clearly stated the dates of what was happening. It was highlighting moments in each character's lives to convey their emotions in addition to tying up the end. And I believe it was a fairytale, hence the title ""Once Upon A Time...""."
109," One of the best movies I have seen in a while.
","This is definitely one of the best we have seen from Tarantino. As an avid Tarantino fan, I can say without a doubt that this is in the running for his best picture ever. The acting, the characters QT created, the cinematography, the music, the 60s vibe were all marvelous to encounter. A genuinely funny movie, but also suspenseful. A must-see IN THEATERS!! Would not want this movie any other way. Well done!"
110," Art can be fun!
","Haven't had this much fun since Pulp Fiction. Finally some terrific entertainment that isn't a comic book character or a lot of cgi. I'm rating it 10 because I can't think of a way it could have been better. There wasn't a minute in this film where I wasn't interested, engaged, and eager to keep watching. It's punchy, funny, LA glamourous, colourful yet noir-ish, the violence is gutsy and visual but it's Tarantino, so not just a run of the mill punch up shoot out--always a surprise and enough of a twist that you can't help laughing. The editing is an excellent juxtaposition of scenes and images. Lots of recognizable memories if you're a boomer--you'll be going ""oh yeah, that's right!"" But more than that, it has characters who are interesting, not just cutout action figures, but human beings, from the lead roles to the bit parts. This looks like a movie where the actors sincerely got into the spirit--art can be fun!"
111," Once upon a time .... is truly high art
",All of the 10/10 reviews say it all. This is a movie that sticks with you. Seen it twice in the two days it was released. On my way to see a third :-)
112," Masterpiece
",If you're looking for perfection... you found it. The story and acting grips you from start to finish and is rewatchable over and over again. Timeless classic.
113," Outstanding Picture, slow build
","A visually captivating movie by Tarantino. Brad Pitt and Leonardo DiCaprio played their characters to perfection and will most likely get oscars for their efforts. Trailers paint this movie to make it seem Margot Robbie's Sharon Tate is a main character, which is not the case, so don't go in thinking it's mainly about Manson, because you'll be disappointed. The last 20 minutes or so is classic Tarantino. Brad Pitt is hilarious and it's just fun to see him in this role. A very well done drama, just remember one thing, this movie is mainly a DRAMA. Not a normal Tarantino action movie, he focuses more on bringing back the narrative of what a movie is supposed to be, instead of some of the lousy pictures we get today. 10/10 for #9. Can't wait for #10, his official bow. It's going to be a classic."
114," 1969 Never Looked So Good
","Once Upon a Time in Hollywood is a film that is aesthetically appealing from start to finish. Quentin Tarantino's interpretation of 1969 Hollywood is a lush world with superb detail. This movie serves as a love letter to the place Tarantino presumably grew up with.The cast features an All Star ensemble of actors. Whether supporting or main, every character in this film is portrayed with excellence. Leonardo DiCaprio continues to flex his acting prowess in his portrayal of Rick Dalton. DiCaprio's Rick Dalton is a classic take on the waning career of a once successful actor. His emotion as Rick Dalton is felt in a comical and rewarding sense. His anguish is felt prominently within this film. DiCaprio continues to be brilliant. Margot Robbie's portrayal of Sharon Tate is graceful and wholesome. Robbie's ability to emote with facials alone is true talent. Her on screen presence grants the film and audience with a sense of euphoria. Brad Pitt's character of Cliff Booth is a bad ass in every aspect. His portrayal of the character is presented with an enduring chip on the shoulder. When Cliff Booth is on screen, the film is given security. Pitt continues to exhibit why he is a name that should always be in the discussion of great actors. Pitt's chemistry with DiCaprio's Rick Dalton is excellent. Both men play off each other in a manner that makes you believe they are best friends in real life. On rare occasions will you get a chemistry more authentic than this. Rick and Cliff mirror that of Abbott and Costello, or Batman and Robin. Both men were made for these roles and are symbiotic to one another.The dialogue in this film is up to par with the rest of Tarantino's filmography. Every word feels natural, and every encounter is perfect. Tarantino continues his streak of quotable One liners. Tarantino does an excellent job of flexing his knowledge of 1969 Hollywood within his dialogue and writing. The film is masterfully paced as well. The flashbacks don't step on the present story and they add incredible depth to an ever growing tale. The film is slow paced in that it adds background and detail to the characters and the world they live in. There are minor points of foreshadowing that tie in perfectly to the overall story. The payoff to this story is incredibly satisfying and unexpected. Tarantino is a master in storytelling at this point in his career.The film is shot beautifully. Every shot matters and serves a purpose. Tarantino exhibits his appreciation for 1969 Hollywood through long shots of beautiful scenery and diegetic sound. Tarantino's angling of the camera is natural, serving as a film student's wet dream. Once again, the world is incredibly lush. The soundtrack exhibits some of the best usage of music in recent cinema. At times the film feels like a big music video, however this does not take away from anything within the film. The music serves as the mascot for Tarantino's 1969 Hollywood. The music and the setting of 1969 Hollywood are inseparable.Overall, Once Upon a Time in Hollywood is another masterpiece in Quentin Tarantino's filmography. Whereas Pulp Fiction excels in storytelling and dialogue, this film excels in storytelling and cinematography. 1969 never looked so good."
115," We dont deserve this movie...
","Thanks God cuz Pulp Fiction was made in another era, otherwise it would have been reviewed by nowdays audience, or fans of CGI and Fast and Furious. This movie like Pulp Fiction, is not about the plot. Pulp Fiction has no plot as well. Once upon a time in Hollywood is about the characters and about situations. You need to have some culture in movies to like this one. Of course is too long for if you started to watch movies after 2005. It s obvious that you never seen the old classic movies. Then you wondering why cinema has changed and we dont have good movies anymore. Because of you guys, new generation, with no patience, fans of CGi, Fast and Furious, etc. Cinema will never be the same because of nowdays audience without culture in movie. Thank you Tarantino for this amazing movie!"
116," Good acting, boring plot
","One of my favorite actors plays in this one so I have expected something great.The title was very good, the hype was real, 30 minutes into the cinema and I saw people leaving, 1 h into it and I was like get me out of here...It was something like I was watching LOTR but without action...just talking and acting.I am very disappointed with this one(don't get me wrong, the acting is great), probably because I had other expectations from it but overall it s just boring, except for the last 10-15 minutes of the movie...not fun, not entertaining, terrible."
117," Best since Inglourious Basterds
","Quentin Tarantino has delivered once again. Everything about this movie was just brilliant. The dialogue was classic Tarantino, the direction was impeccable, and the performances were all around phenomenal. It is consistently entertaining on every level. That final act was especially exciting, and honestly moved me in a way that I didn't expect. It gave a whole new meaning to the title, and really elevated the film. Easily Tarantino's best since Inglourious Basterds, and for my money, an instant classic. I was truly floored by it. A movie about movies made by a man who clearly loves film more than anybody. How could it have been anything but a masterpiece?10/10"
118," Amazing cinematography
","The movie is obviously not for everyone like any other 3 hour long movie. BUT if you stay till the end you will see the entire set of beautiful cinematography from the first 2 and a half hours collides in to a final half and hour Tarantino classic. Finishing scene is one of the best in movie history, but you have to watch the whole thing to get it. I enjoyed it and laughed like a child. Loved it!"
119," Great art
","Honestly speaking I love Brad performance too. Leo is extraordinary. Al, Luke among everyone else are amazing.
Impeccable movie.
Climax is undeniably seamless."
120," Some of his finest work to date
","This is some of QT's finest work he has ever produced. The reviewers leaving 1 star claiming it is boring and nothing happens probably enjoy trash like the Avengers. This is a masterful slow burn build up to a big crescendo and is essentially a fairytale set to the backdrop of the Hollywood hills. The soundtrack is incredible and weaved in cleverly via the radio of Rick's Coup Deville. One reviewer claimed it was a pointless movie full of scenes from other movies. These scenes help to build Rick's character and display the existential crisis he finds himself in and craft his rollercoaster mental state. They are not pointless, merely the IQ of the viewer was too low to appreciate their significance. The movie is HIP, COOL and beautiful and expertly crafted. Some describe it as self indulgence, it couldn't be further from the truth, this is a love letter to a by-gone era and those who lived it. I don't expect your average millennial to appreciate much less understand this movie. I personally thought the ending was wonderful and how he dealt with the matter of Sharon Tate was actually touching and heartfelt. Finally the bleeding heart liberals moaning about Bruce Lee's portrayal are honestly pathetic. I love Bruce Lee and his movies and I found the scene to be hilarious, this is Hollywood, its supposed to be fun!
I'll finish with saying, this isn't a movie for FILTHY HIPPIES! :-)"
121," I was taken back to Hollywood 1969
","This is my first review ever, so i'm going to try my best here.I loved this movie! I mean LOVED it! Not just because i'm a huge Tarantino fan, but because I was taken back in time to Hollywood 1969, when Hollywood was in its Golden age. Rick Dalton and Cliff Booth work so well together, Leo and Brad both give some of the best performances I've ever seen in film. Leo shows so much passion and love for acting when he's on screen, same goes for Brad. Margot Robbie was incredible! She gives a strong electric feel to Sharon Tate and lights up the whole movie when shes on screen. The whole cast was so well utilized. Each character feels alive and exciting! Tarantino once again gives us an incredible film, which he crafted so perfectly, with every shot. The music, story, and era of this film play a part in the experience and I cannot recommend it enough."
122," Can't satisfy everyone
","Awesome movie. Glad to have watched it on Thursday at the first showing. If you're a Tarantino fan you will love it, if not you'll find something to nitpick. Is it perfect ? No, but it's a perfect film to add to Tarantino's list. Can't wait for movie 10."
123," This is a must see!
","If you are one who likes any of Tarantino's other films or if you really like well designed movies than this is something you have to see! This movie was very well done and is incredibly interesting.Tarantino really does take the whole movie back in time and makes it feel completely like it is 1969. Brad Pitt's acting was very top notch and DiCaprio's is so interesting.This movie does start off kinda slow, but very charming about it. Throughout the movie it just keeps building up and up and up! Leading to an ending that completely surprised me. If you know how the Tate murder happened and are expecting it than you will be surprised by this twist they pull out at the last second. (Fictional ending)"
124," Beyond Words
","Just go watch it. Everything about this film is phenomenal. From the musical choices, the dialogue, camera angles(the box office scene may be my favorite scene of the film), to how the mood changes based on which story you're telling; Quentin has done it again. This film will be studied for years to come, guaranteed."
125," Another great Tarantino flick
","First of all, I could not believe the movie was over when the credits came up. A 2 1/2 hour movie that seemed much, much shorter. Leo was good but Pitt was great. They play off each other wonderfully. Every scene with Pitt was gold. One of the few movies my wife has watched with me and she loved it. It was just a beautifully crafted movie."
126," Outstanding masterpiece
","This is a very well built movie, with very good characters and solid story lines. There are several different movies within the film.Brat Pitt and Leonardo DiCaprio are at their best. You are able to empathize with them from beginning to end.Tarantino is an artisan that has delivered again a masterpiece.The ending is superb."
127," Wen't in the cinemas expecting Tarantino's best, but this felt far from it.
","Sure you can say the acting was great, the costume and set designs were amazing which they were, even the fact that the film had all the actors they could get their hands on. The main thing missing from this movie was a plot. Just imagine watching nearly a 3hr movie with no plot.. nothing happens, the end scene was super predictable and the main reason for this film was to show off how good the acting and set designs could be. I gave it a 7 because the execution with most elements were really well done quite clearly deserves that. But if you look for a good plot with some twists here and there and good character development don't watch this with high hopes because it offers none of that."
128," A Beautiful Homage to an Era Long Gone
","This may not be Tarantino's best film of all 9 he's accomplished, nevertheless, this one remains one of his finest works. Tarantino pays a very beautiful and marvelously done tribute to the Hollywood era that raised him and that stood out for being the last great epoch for American entertainment. If you've seen his previous films, you will notice he adds a touch of classic throwbacks through references of his favorite genres, from exploitation films to spaghetti westerns. In this film, however, it's an entire feature that perfectly encapsulates the era in which all those genres he dearly loves emanated from. Tarantino deviates us from his recognizable plot developments and instead takes us in a ""hang-out"" plot journey, in which what matters isn't necessarily what will happen to the characters, but what the characters are doing in a specific event. It's about getting to know the characters more personally, thus reciprocating with Tarantino's intention for the audience to be immersed into a 1960s Hollywood setting. If you watch closely, in this film, Tarantino focuses in the sound, (radio stations, TV shows announcers), and the images (cinemas, drive-ins, posters, city life), and uses the characters in order to navigate these time-era elements. It's definitely clear that Tarantino made this movie a nostalgia voyage, and he depicts this era as a precious gem that was taken away by the counterculture as its later expressed in the film. Truly for me this film experience was invigorating to my soul as a cinephile, Tarantino fan, and a lover of the classic genre."
129," Boring, boring, boring. Self-complacent ramblings about nothing
","To say that this movie is self-complacent would be a gigantic understatement. As gigantic maybe as Tarantino's memory, overloaded with scores of details that he doesn't care to sort out. So he unloads them in bulk. The result : it's like you go to a promising party but end up cornered most of the night by some drunk guy who absolutely wants to share his opinions about everything.Right from the start you get vignette after vignette, self-indulgent, overlong spoof sequences that bog down the main narrative. What with all the stuff Tarantino has learnt about movies he can't shorten exposition to clever ellipses ? Once upon a time I thought he was very good with dialogue, but I guess it is no fun to toil and write fine lines (no just snappy one-liners from time to time) when Sony will greenlight anything you want to shoot.Once upon a time in Hollywood does not have a plot. It is the New Wave auteur in Tarantino who does not think he needs a plot. He has a couple of characters, a dozen anecdotes and the rest is talent. Self-conscious talent, lazy talent, talent isolated in the middle of a creative process. More like naked skills, each trying separately to express its full potential.The hero and his sidekick are losers: how do you build a story around losers ? You need rhythm and some kind of McGuffin (wasn't it all there in Pulp Fiction?), not some vague exploration of the meaning of life. The plot is limited to the draft premise: a has-been TV actor and his stunt double cope with reality in Hollywood around the time of the Manson Family murders.
The backdrop of the murders is the only narrative asset. We are teased all along, we even have an extensive reconstitution of life at the Spahn Ranch... all this just to toy around and end with the kind of ultra-violent carnival that Tarantino fans seem to revere.
Clearly the challenge of mentioning the sordid Tate-LaBianca murders of August 1969 was not only above Tarantino's mental ability, but grossly using background anecdotes from it as fodder for his inspiration was within his moral scope.As always I am judging this movie on its merits from a movie enthusiast point of view. But Tarantino is much more than a movie enthusiast. He is a guttonous movie fanatic. He is a guru with followers who let themselves be impressed, just like with Charles Manson. Many more followers than Charles Manson; fortunately Tarantino followers are only trained to see the fun in violence."
130," Amazing...
","Outstanding acting, outstanding cinematography, outstanding film. By far the best movie I have seen this year. Thank you so much I am definitely going to watch it again"
